,Brand,Unnamed: 1,MM_id,laptop_name,display_info,processor_info,RAM,HDD,grapic_Card,weight,processor_speed,colour,laptop,MM_Artkl_number,Nr_of_reviews,Processor,O_S,Screen_size_(cm / inch),Screen_resolution,Memory_Type,Processor_Brand,Processor_Model,Graphics_card_manufacturer,Connections,WLAN_standards,Bluetooth_version,Dimensions_(B / H / T) / Weight,price,Headquarters,Country,CEO,Founder,Revenue_usd
1137,APPLE,1510,M_1510,APPLE MacBook Pro MR962D/A-139962 mit US-Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor,null, 4 TB SSD, Radeon Pro 555X, 1.83 kg,2.2 GHz, Silber,"APPLE MacBook Pro MR962D/A-139962 mit US-Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor, 4 TB SSD, Radeon Pro 555X, Silber",2458272,0,2.2 GHz 6-Core Intel Core i7 processor of the 8th generation (Turbo Boost up to 4.1 GHz),Radeon Pro 555X,39.11 cm / 15.4 inches,"2,880 x 1,800 pixels",DDR4,Intel,Core i7,AMD,null,802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"7 3 5 9 , -",California,USA,Tim Cooks,Steve Jobs,$229.1088
1138,APPLE,1512,M_1512,APPLE MacBook mit internationaler englischer Tastatur, Notebook mit 12 Zoll Display, Core i7 Prozessor, 16 GB RAM, 512 GB Flash, HD Graphics 615, 920 g,"1,4 GHz", Gold,"APPLE MacBook mit internationaler englischer Tastatur, Notebook mit 12 Zoll Display, Core i7 Prozessor, 16 GB RAM, 512 GB Flash, HD Graphics 615, Gold",2295289,0,"1,4 GHz Intel Dual-Core Core i7 Prozessor (Turbo Boost bis zu 3,6 GHz)",macOS Sierra,30.5 cm / 12 Zoll,2.304 x 1.440 Pixel,LPDDR3,Intel,Core i7,Intel,"1x USB 3.1 (Typ-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,280.5 mm x 13.1 mm x 196.5 mm / 920 g,"2219,-",California,USA,Tim Cooks,Steve Jobs,$229.1089
1139,APPLE,1513,M_1513,APPLE MacBook mit deutscher Tastatur, Notebook mit 12 Zoll Display, Core m3 Prozessor, 16 GB RAM, 256 GB Flash, HD Graphics 615, 920 g,1.2 GHz, Space Grey,"APPLE MacBook mit deutscher Tastatur, Notebook mit 12 Zoll Display, Core m3 Prozessor, 16 GB RAM, 256 GB Flash, HD Graphics 615, Space Grey",2295830,0,1.2 GHz Intel Dual-Core Core m3 processor (Turbo Boost up to 3.0 GHz),macOS Sierra,30.5 cm / 12 inches,"2,304 x 1,440 pixels",LPDDR3,Intel,Core m3,Intel,"1x USB 3.1 (Typ-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,280.5 mm x 13.1 mm x 196.5 mm / 920 g,"1 7 3 9 , -",California,USA,Tim Cooks,Steve Jobs,$229.1090
1140,APPLE,1515,M_1515,FALSE, Notebook mit 15.4 Zoll Display, Core i7 Prozessor,null, 512 GB SSD, Radeon Pro 560X, 1.83 kg,2.2 GHz, Silber,null,2458553,0,2.2 GHz 6-Core Intel Core i7 processor of the 8th generation (Turbo Boost up to 4.1 GHz),Radeon Pro 560X,39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,DDR4,Intel,Core i7,AMD,null,802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"3 1 5 9 , -",California,USA,Tim Cooks,Steve Jobs,$229.1091
1141,APPLE,1516,M_1516,APPLE MacBook mit US-Tastatur, Notebook mit 12 Zoll Display, Core i7 Prozessor, 8 GB RAM, 512 GB Flash, HD Graphics 615, 920 g,"1,4 GHz", Silber,"APPLE MacBook mit US-Tastatur, Notebook mit 12 Zoll Display, Core i7 Prozessor, 8 GB RAM, 512 GB Flash, HD Graphics 615, Silber",2295445,0,"1,4 GHz Intel Dual-Core Core i7 Prozessor (Turbo Boost bis zu 3,6 GHz)",macOS Sierra,30.5 cm / 12 Zoll,2.304 x 1.440 Pixel,LPDDR3,Intel,Core i7,Intel,"1x USB 3.1 (Typ-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,280.5 mm x 13.1 mm x 196.5 mm / 920 g,"1979,-",California,USA,Tim Cooks,Steve Jobs,$229.1092
1142,APPLE,1517,M_1517,APPLE MacBook Air mit deutscher Tastatur, Notebook mit 13.3 Zoll Display, Core i7 Prozessor, 8 GB RAM, 128 GB SSD, HD Grafik 6004,null,"2,2 GHz", Silber,"APPLE MacBook Air mit deutscher Tastatur, Notebook mit 13.3 Zoll Display, Core i7 Prozessor, 8 GB RAM, 128 GB SSD, HD Grafik 6004, Silber",2395048,0,"2,2 GHz Intel Dual-Core Core i7 Prozessor (Turbo Boost bis zu 3,2 GHz)",macOS Sierra,33.78 cm / 13.3 inches,2.2 GHz,LPDDR3,Hochglanz-Widescreendisplay,ja,Intel,null,802.11 a/b/g/n/ac,null,null,"1279,-",California,USA,Tim Cooks,Steve Jobs,$229.1093
1143,APPLE,1518,M_1518,APPLE MacBook Pro mit internationaler englischer Tastatur, Notebook mit 13.3 Zoll Display, Core i7 Prozessor, 16 GB RAM, 128 GB SSD, Iris Plus Graphics 640, 1.37 kg,2.5 GHz, Silber,"APPLE MacBook Pro mit internationaler englischer Tastatur, Notebook mit 13.3 Zoll Display, Core i7 Prozessor, 16 GB RAM, 128 GB SSD, Iris Plus Graphics 640, Silber",2297866,0,2.5 GHz dual-core Intel Core i7 processor (Turbo Boost up to 4.0 GHz),OS Sierra,33.78 cm / 13.3 Zoll,2.560 x 1.600 Pixel,LPDDR3,Intel,Core i7,Intel,"2x Thunderbolt 3 (USB-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"2 0 9 9 , -",California,USA,Tim Cooks,Steve Jobs,$229.1094
1144,APPLE,1520,M_1520,FALSE, Notebook mit 15.4 Zoll Display, Core i7 Prozessor, 32 GB RAM, 256 GB SSD, Radeon Pro 555X, 1.83 kg,2.2 GHz, Space Grau,null,2458407,0,2.2 GHz 6-Core Intel Core i7 processor of the 8th generation (Turbo Boost up to 4.1 GHz),"SSD, 256 GB",39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,DDR4,Intel,Core i7,AMD,null,802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"3 2 7 9 , -",California,USA,Tim Cooks,Steve Jobs,$229.1095
1145,APPLE,1521,M_1521,APPLE MacBook Pro MR932D/A-139827 mit britischer Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor, 16 GB RAM, 4 TB SSD, Radeon Pro 560X, 1.83 kg,2.9GHz, Space Grau,"APPLE MacBook Pro MR932D/A-139827 mit britischer Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor, 16 GB RAM, 4 TB SSD, Radeon Pro 560X, Space Grau",2458520,0,2.9GHz 6-Core Intel Core i9 8th Generation Processor (Turbo Boost up to 4.8GHz),"SSD, 4 TB",39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,DDR4,Intel,Core i9,AMD,null,802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"7 4 7 9 , -",California,USA,Tim Cooks,Steve Jobs,$229.1096
1146,APPLE,1526,M_1526,APPLE MacBook Pro mit internationaler englischer Tastatur, Notebook mit 13.3 Zoll Display, Core i7 Prozessor, 16 GB RAM, 512 GB SSD, Iris Plus Graphics 640, 1.37 kg,2.5 GHz, Space Grey,"APPLE MacBook Pro mit internationaler englischer Tastatur, Notebook mit 13.3 Zoll Display, Core i7 Prozessor, 16 GB RAM, 512 GB SSD, Iris Plus Graphics 640, Space Grey",2294181,0,2.5 GHz dual-core Intel Core i7 processor (Turbo Boost up to 4.0 GHz),macOS Sierra,33.78 cm / 13.3 inches,2.560 x 1.600 Pixel,LPDDR3,Intel,Core i7,Intel,"2x Thunderbolt 3 (USB-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"2 5 9 9 , -",California,USA,Tim Cooks,Steve Jobs,$229.1097
1147,APPLE,1530,M_1530,APPLE MacBook Pro MR932D/A-139777 mit US-Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor, 16 GB RAM, 4 TB SSD, Radeon Pro 555X, 1.83 kg,2.9GHz, Space Grau,"APPLE MacBook Pro MR932D/A-139777 mit US-Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor, 16 GB RAM, 4 TB SSD, Radeon Pro 555X, Space Grau",2458455,0,2.9GHz 6-Core Intel Core i9 8th Generation Processor (Turbo Boost up to 4.8GHz),"SSD, 4 TB",39.11 cm / 15.4 inches,2.880 x 1.800 Pixel,DDR4,Intel,Core i9,AMD,null,802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"7 3 5 9 , -",California,USA,Tim Cooks,Steve Jobs,$229.1098
1148,APPLE,1532,M_1532,APPLE MacBook Pro MR962D/A-139959 mit US-Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor,null, 512 GB SSD, Radeon Pro 555X, 1.83 kg,2.2 GHz, Silber,"APPLE MacBook Pro MR962D/A-139959 mit US-Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor, 512 GB SSD, Radeon Pro 555X, Silber",2458266,0,2.2 GHz 6-Core Intel Core i7 processor of the 8th generation (Turbo Boost up to 4.1 GHz),Radeon Pro 555X,39.11 cm / 15.4 inches,2.880 x 1.800 Pixel,DDR4,Intel,Core i7,AMD,null,802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"3 5 1 9 , -",California,USA,Tim Cooks,Steve Jobs,$229.1099
1149,APPLE,1533,M_1533,APPLE MacBook Pro MR9U2D/A-139545 mit US-Tastatur, Notebook mit 13.3 Zoll Display, Core i7 Prozessor,null, 1 TB SSD, Iris Plus Graphics 655, 1.37 kg,2.7 GHz, Silber,"APPLE MacBook Pro MR9U2D/A-139545 mit US-Tastatur, Notebook mit 13.3 Zoll Display, Core i7 Prozessor, 1 TB SSD, Iris Plus Graphics 655, Silber",2458273,0,2.7 GHz quad-core Intel Core i7 processor of the 8th generation (Turbo Boost up to 4.5 ...,Iris Plus Graphics 655,33.78 cm / 13.3 inches,2.560 x 1.600 Pixel,LPDDR3,Intel,Core i7,Intel,null,802.11ac,5,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"3 3 4 9 , -",California,USA,Tim Cooks,Steve Jobs,$229.1100
1150,APPLE,1535,M_1535,APPLE MacBook mit britischer Tastatur, Notebook mit 12 Zoll Display, Core i5 Prozessor, 16 GB RAM, 256 GB Flash, HD Graphics 615, 920 g,1.3GHz, Space Grey,"APPLE MacBook mit britischer Tastatur, Notebook mit 12 Zoll Display, Core i5 Prozessor, 16 GB RAM, 256 GB Flash, HD Graphics 615, Space Grey",2295743,0,1.3GHz Intel Dual Core i5 processor (Turbo Boost up to 3.2GHz),macOS Sierra,30.5 cm / 12 inches,"2,304 x 1,440 pixels",LPDDR3,Intel,Core i5,Intel,"1x USB 3.1 (Typ-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,280.5 mm x 13.1 mm x 196.5 mm / 920 g,"1 8 5 9 , -",California,USA,Tim Cooks,Steve Jobs,$229.1101
1151,APPLE,1536,M_1536,APPLE MQD32D MacBook, 13.3 inch notebook, Core i7 processor, 8 GB RAM, 256 GB SSD, HD Graphics 6000, 1.35 kg,2.2GHz, Silver,"APPLE MQD32D MacBook, 13.3 inch notebook, Core i7 processor, 8 GB RAM, 256 GB SSD, HD Graphics 6000, Silver",2293965,0,2.2GHz Intel Dual-Core Core i7 processor (Turbo Boost up to 3.2GHz),OS Sierra,33.78 cm / 13.3 inches,"1,440 x 900 pixels",LPDDR3,Intel,Core i7,Intel,"2x USB 3.0, 1x Thunderbolt 2, 1x MagSafe 2, 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4,325 mm x 17 mm x 227 mm / 1.35 kg,"1 5 2 9 , -",California,USA,Tim Cooks,Steve Jobs,$229.1102
1152,APPLE,1538,M_1538,FALSE, Notebook mit 15.4 Zoll Display, Core i9 Prozessor,null, 2 TB SSD, Radeon Pro 560X, 1.83 kg,2.9GHz, Silber,null,2458699,0,2.9GHz 6-Core Intel Core i9 8th Generation Processor (Turbo Boost up to 4.8GHz),Radeon Pro 560X,39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,DDR4,Intel,Core i9,AMD,null,802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"5 5 5 9 , -",California,USA,Tim Cooks,Steve Jobs,$229.1103
1153,APPLE,1540,M_1540,APPLE MacBook Pro mit britischer Tastatur, Notebook mit 13.3 Zoll Display, Core i7 Prozessor, 16 GB RAM, 512 GB SSD, Iris Plus Graphics 640, 1.37 kg,2.5 GHz, Silber,"APPLE MacBook Pro mit britischer Tastatur, Notebook mit 13.3 Zoll Display, Core i7 Prozessor, 16 GB RAM, 512 GB SSD, Iris Plus Graphics 640, Silber",2298095,0,2.5 GHz dual-core Intel Core i7 processor (Turbo Boost up to 4.0 GHz),macOS Sierra,33.78 cm / 13.3 inches,2.560 x 1.600 Pixel,LPDDR3,Intel,Core i7,Intel,"2x Thunderbolt 3 (USB-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"2599,-",California,USA,Tim Cooks,Steve Jobs,$229.1104
1154,APPLE,1542,M_1542,APPLE MacBook mit deutscher Tastatur, Notebook mit 12 Zoll Display, Core i7 Prozessor, 8 GB RAM, 256 GB Flash, HD Graphics 615, 920 g,1.4GHz, Silber,"APPLE MacBook mit deutscher Tastatur, Notebook mit 12 Zoll Display, Core i7 Prozessor, 8 GB RAM, 256 GB Flash, HD Graphics 615, Silber",2295705,0,1.4GHz Intel Dual-Core Core i7 processor (Turbo Boost up to 3.6GHz),macOS Sierra,30.5 cm / 12 inches,"2,304 x 1,440 pixels",LPDDR3,Intel,Core i7,Intel,"1x USB 3.1 (Typ-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,280.5 mm x 13.1 mm x 196.5 mm / 920 g,"1 7 9 9 , -",California,USA,Tim Cooks,Steve Jobs,$229.1105
1155,APPLE,1546,M_1546,APPLE MacBook Air mit englischer Tastatur, Notebook mit 13.3 Zoll Display, Core i5 Prozessor, 8 GB RAM, 512 GB SSD, HD Grafik 6020,null,1.8GHz, Silber,"APPLE MacBook Air mit englischer Tastatur, Notebook mit 13.3 Zoll Display, Core i5 Prozessor, 8 GB RAM, 512 GB SSD, HD Grafik 6020, Silber",2394977,0,1.8GHz Intel Dual Core i5 processor (Turbo Boost up to 2.9GHz),macOS Sierra,33.78 cm / 13.3 inches,1.8 GHz,LPDDR3,Hochglanz-Widescreendisplay,ja,Intel,null,802.11 a/b/g/n/ac,null,null,"1 5 9 9 , -",California,USA,Tim Cooks,Steve Jobs,$229.1106
1156,APPLE,1547,M_1547,FALSE, Notebook mit 13.3 Zoll Display, Core i5 Prozessor,null, 2 TB SSD, Iris Plus Graphics 655, 1.37 kg,2.3 GHz, Space Grau,null,2458414,0,2.3 GHz quad-core Intel Core i5 processor of the 8th generation (Turbo Boost up to ...,Iris Plus Graphics 655,33.78 cm / 13.3 Zoll,2.560 x 1.600 Pixel,LPDDR3,Intel,Core i5,Intel,null,802.11ac,5,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"3 9 8 9 , -",California,USA,Tim Cooks,Steve Jobs,$229.1107
1157,APPLE,1548,M_1548,APPLE MacBook Pro MR962D/A-139951 mit internationaler Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor,null, 2 TB SSD, Radeon Pro 560X, 1.83 kg,2.9GHz, Silber,"APPLE MacBook Pro MR962D/A-139951 mit internationaler Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor, 2 TB SSD, Radeon Pro 560X, Silber",2458253,0,2.9GHz 6-Core Intel Core i9 8th Generation Processor (Turbo Boost up to 4.8GHz),Radeon Pro 560X,39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,DDR4,Intel,Core i9,AMD,null,802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"5 5 5 9 , -",California,USA,Tim Cooks,Steve Jobs,$229.1108
1158,APPLE,1550,M_1550,APPLE MacBook Air with German keyboard, notebook with 13.3 inch display, Core i7 processor, 8 GB RAM, 512 GB SSD, HD Graphics 6000, 1.35 kg,2.2GHz, silver,"APPLE MacBook Air with German keyboard, notebook with 13.3 inch display, Core i7 processor, 8 GB RAM, 512 GB SSD, HD Graphics 6000, silver",2293975,3,2.2GHz Intel Dual-Core Core i7 processor (Turbo Boost up to 3.2GHz),OS Sierra,33.78 cm / 13.3 Zoll,1.440 x 900 Pixel,LPDDR3,Intel,Core i7,Intel,"2x USB 3.0, 1x Thunderbolt 2, 1x MagSafe 2, 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4,325 mm x 17 mm x 227 mm / 1.35 kg,"1 7 7 9 , -",California,USA,Tim Cooks,Steve Jobs,$229.1109
1159,APPLE,1552,M_1552,APPLE MacBook Pro mit britischer Tastatur, Notebook mit 13.3 Zoll Display, Core i5 Prozessor, 16 GB RAM, 1 TB SSD, Iris Plus Graphics 640, 1.37 kg,2.3 GHz, Space Grey,"APPLE MacBook Pro mit britischer Tastatur, Notebook mit 13.3 Zoll Display, Core i5 Prozessor, 16 GB RAM, 1 TB SSD, Iris Plus Graphics 640, Space Grey",2297707,0,2.3 GHz dual-core Intel Core i5 processor (Turbo Boost up to 3.6 GHz),macOS Sierra,33.78 cm / 13.3 inches,2.560 x 1.600 Pixel,LPDDR3,Intel,Core i5,Intel,"2x Thunderbolt 3 (USB-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"2749,-",California,USA,Tim Cooks,Steve Jobs,$229.1110
1160,APPLE,1553,M_1553,APPLE MacBook mit internationaler englischer Tastatur, Notebook mit 12 Zoll Display, Core i7 Prozessor, 8 GB RAM, 512 GB Flash, HD Graphics 615, 920 g,"1,4 GHz", Silber,"APPLE MacBook mit internationaler englischer Tastatur, Notebook mit 12 Zoll Display, Core i7 Prozessor, 8 GB RAM, 512 GB Flash, HD Graphics 615, Silber",2295451,0,"1,4 GHz Intel Dual-Core Core i7 Prozessor (Turbo Boost bis zu 3,6 GHz)",macOS Sierra,30.5 cm / 12 Zoll,2.304 x 1.440 Pixel,LPDDR3,Intel,Core i7,Intel,"1x USB 3.1 (Typ-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,280.5 mm x 13.1 mm x 196.5 mm / 920 g,"1979,-",California,USA,Tim Cooks,Steve Jobs,$229.1111
1161,APPLE,1554,M_1554,APPLE MacBook Air mit deutscher Tastatur, Notebook mit 13.3 Zoll Display, Core i7 Prozessor, 8 GB RAM, 256 GB SSD, HD Grafik 6005,null,2.2GHz, Silber,"APPLE MacBook Air mit deutscher Tastatur, Notebook mit 13.3 Zoll Display, Core i7 Prozessor, 8 GB RAM, 256 GB SSD, HD Grafik 6005, Silber",2395027,0,2.2GHz Intel Dual-Core Core i7 processor (Turbo Boost up to 3.2GHz),macOS Sierra,33.78 cm / 13.3 inches,2.2 GHz,LPDDR3,Hochglanz-Widescreendisplay,ja,Intel,null,802.11 a/b/g/n/ac,null,null,"1 5 2 9 , -",California,USA,Tim Cooks,Steve Jobs,$229.1112
1162,APPLE,1555,M_1555,APPLE MacBook Pro MR932D/A-139743 mit internationaler englischer Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor, 16 GB RAM, 256 GB SSD, Radeon Pro 560X, 1.83 kg,null, Space Grau,"APPLE MacBook Pro MR932D/A-139743 mit internationaler englischer Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor, 16 GB RAM, 256 GB SSD, Radeon Pro 560X, Space Grau",2457969,0,null,"SSD , 256 GB",39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,DDR4,Intel,Core i9,AMD,null,802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"3399,-",California,USA,Tim Cooks,Steve Jobs,$229.1113
1163,APPLE,1557,M_1557,APPLE MacBook Pro mit internationaler englischer Tastatur, Notebook mit 13.3 Zoll Display, Core i5 Prozessor, 8 GB RAM, 512 GB SSD, Iris Plus Graphics 640, 1.37 kg,2.3 GHz, Space Grey,"APPLE MacBook Pro mit internationaler englischer Tastatur, Notebook mit 13.3 Zoll Display, Core i5 Prozessor, 8 GB RAM, 512 GB SSD, Iris Plus Graphics 640, Space Grey",2298186,0,2.3 GHz dual-core Intel Core i5 processor (Turbo Boost up to 3.6 GHz),OS Sierra,33.78 cm / 13.3 inches,"2,560 x 1,600 pixels",LPDDR3,Intel,Core i5,Intel,"2x Thunderbolt 3 (USB-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"1 9 8 9 , -",California,USA,Tim Cooks,Steve Jobs,$229.1114
1164,APPLE,1558,M_1558,APPLE MacBook Pro mit US-Tastatur, Notebook mit 13.3 Zoll Display, Core i5 Prozessor, 16 GB RAM, 128 GB SSD, Iris Plus Graphics 640, 1.37 kg,"2,3 GHz", Silber,"APPLE MacBook Pro mit US-Tastatur, Notebook mit 13.3 Zoll Display, Core i5 Prozessor, 16 GB RAM, 128 GB SSD, Iris Plus Graphics 640, Silber",2298059,0,"2,3 GHz Dual-Core Intel Core i5 Prozessor (Turbo Boost bis zu 3,6 GHz)",macOS Sierra,33.78 cm / 13.3 Zoll,2.560 x 1.600 Pixel,LPDDR3,Intel,Core i5,Intel,"2x Thunderbolt 3 (USB-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"1739,-",California,USA,Tim Cooks,Steve Jobs,$229.1115
1165,APPLE,1559,M_1559,APPLE MacBook Pro MR942D/A-140076 mit deutscher Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor,null, 4 TB SSD, Radeon Pro 560X, 1.83 kg,null, Space Grau,"APPLE MacBook Pro MR942D/A-140076 mit deutscher Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor, 4 TB SSD, Radeon Pro 560X, Space Grau",2458045,0,null,Radeon Pro 560X,39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,DDR4,Intel,Core i7,AMD,null,802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"7139,-",California,USA,Tim Cooks,Steve Jobs,$229.1116
1166,APPLE,1560,M_1560,APPLE MacBook Pro MR942D/A-140111 mit US-Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor,null, 2 TB SSD, Radeon Pro 560X, 1.83 kg,null, Space Grau,"APPLE MacBook Pro MR942D/A-140111 mit US-Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor, 2 TB SSD, Radeon Pro 560X, Space Grau",2458093,0,null,Radeon Pro 560X,39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,DDR4,Intel,Core i7,AMD,null,802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"5219,-",California,USA,Tim Cooks,Steve Jobs,$229.1117
1167,APPLE,1561,M_1561,FALSE, Notebook mit 13.3 Zoll Display, Core i7 Prozessor,null, 2 TB SSD, Iris Plus Graphics 655, 1.37 kg,2.7 GHz, Space Grau,null,2458377,0,2.7 GHz quad-core Intel Core i7 processor of the 8th generation (Turbo Boost up to ...,Iris Plus Graphics 655,33.78 cm / 13.3 Zoll,2.560 x 1.600 Pixel,LPDDR3,Intel,Core i7,Intel,null,802.11ac,5,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"4 3 4 9 , -",California,USA,Tim Cooks,Steve Jobs,$229.1118
1168,APPLE,1566,M_1566,APPLE MacBook Pro MR9Q2D/A-139394 mit internationaler Tastatur, Notebook mit 13.3 Zoll Display, Core i5 Prozessor,null, 256 GB SSD, Iris Plus Graphics 655, 1.37 kg,2.3 GHz, Space Grau,"APPLE MacBook Pro MR9Q2D/A-139394 mit internationaler Tastatur, Notebook mit 13.3 Zoll Display, Core i5 Prozessor, 256 GB SSD, Iris Plus Graphics 655, Space Grau",2458701,0,2.3 GHz quad-core Intel Core i5 processor of the 8th generation (Turbo Boost up to 3.8 ...,Iris Plus Graphics 655,33.78 cm / 13.3 Zoll,2.560 x 1.600 Pixel,LPDDR3,Intel,Core i5,Intel,null,802.11ac,5,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"1 9 9 9 , -",California,USA,Tim Cooks,Steve Jobs,$229.1119
1169,APPLE,1567,M_1567,APPLE MacBook Pro MR932D/A-139720 mit internationaler englischer Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor, 32 GB RAM, 1 TB SSD, Radeon Pro 555X, 1.83 kg,2.2 GHz, Space Grau,"APPLE MacBook Pro MR932D/A-139720 mit internationaler englischer Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor, 32 GB RAM, 1 TB SSD, Radeon Pro 555X, Space Grau",2457946,0,2.2 GHz 6-Core Intel Core i7 processor of the 8th generation (Turbo Boost up to 4.1 GHz),"SSD, 1 TB",39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,DDR4,Intel,Core i7,AMD,null,802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"3 9 9 9 , -",California,USA,Tim Cooks,Steve Jobs,$229.1120
1170,APPLE,1568,M_1568,APPLE MacBook Pro MR9Q2D/A-139429 mit internationaler Tastatur, Notebook mit 13.3 Zoll Display, Core i5 Prozessor,null, 2 TB SSD, Iris Plus Graphics 655, 1.37 kg,2.3 GHz, Space Grau,"APPLE MacBook Pro MR9Q2D/A-139429 mit internationaler Tastatur, Notebook mit 13.3 Zoll Display, Core i5 Prozessor, 2 TB SSD, Iris Plus Graphics 655, Space Grau",2458738,0,2.3 GHz quad-core Intel Core i5 processor of the 8th generation (Turbo Boost up to 3.8 ...,Iris Plus Graphics 655,33.78 cm / 13.3 Zoll,2.560 x 1.600 Pixel,LPDDR3,Intel,Core i5,Intel,null,802.11ac,5,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"3 9 8 9 , -",California,USA,Tim Cooks,Steve Jobs,$229.1121
1171,APPLE,1569,M_1569,APPLE MacBook Pro MR962D / A-139994 with British keyboard, notebook with 15.4 inch display, Core i7 processor,null, 512 GB SSD, Radeon Pro 555X, 1.83 kg,2.2 GHz, silver,"APPLE MacBook Pro MR962D / A-139994 with British keyboard, notebook with 15.4 inch display, Core i7 processor, 512 GB SSD, Radeon Pro 555X, silver",2458329,0,2.2 GHz 6-Core Intel Core i7 processor of the 8th generation (Turbo Boost up to 4.1 GHz),Radeon Pro 555X,39.11 cm / 15.4 inches,2.880 x 1.800 Pixel,DDR4,Intel,Core i7,AMD,null,802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"3 0 3 9 , -",California,USA,Tim Cooks,Steve Jobs,$229.1122
